age;sex;sex_orient;educ;town;marital;sex_experience;children;diner;pos_aff;neg_aff;gender_st_plus;gender_st_minus;norms_male;avoiding_femin;dislike_lgbt;self_esteem_tech;firmness;dom_males;need_sex;limit_emotion;sexism_minus;sexism_plus;polit_orientation;feminism;fairness_system;loyality_system;ideal_system;anti_egal;dom;subm;conven;hard_purpose;codes_purpose;hard_accident;codes_accident;cope_confr_acc;cope_dist_acc;cope_control_acc;cope_support_acc;cope_respon_acc;cope_run_acc;cope_plan_acc;cope_value_acc;cope_confr_purp;cope_dist_purp;cope_control_purp;cope_support_purp;cope_respon_purp;cope_run_purp;cope_plan_purp;cope_value_purp
25;М;Гетеросексуал;Среднее специальное;Поселок городского типа/деревня;Живете вместе, но официально не женаты/не замужем;Да;1 ребенок;16;28;25;9;0;147;21;21;21;21;21;21;21;30;30;1;7;1;1;1;31;9;14;9;0;.000;0;.000;7;11;8;7;6;12;6;9;12;9;13;8;7;13;11;10
38;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;2 ребенка;23;35;20;9;0;46;7;4;9;11;6;4;5;13;16;3;3;2;2;4;21;19;12;16;0;harass;1;family;8;15;15;15;6;14;7;14;13;9;16;13;6;17;10;10
27;М;Бисексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;21;24;24;6;2;31;3;3;4;9;3;6;3;4;12;2;6;1;2;4;34;10;8;8;0;betrayal;1;work;7;10;13;8;4;18;7;5;8;11;9;11;3;14;12;2
19;Ж;Гомосексуал;Среднее специальное;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;11;29;42;1;4;22;3;3;4;3;3;3;3;0;3;2;7;1;1;1;20;8;7;7;1;harass;1;harass;13;10;11;17;4;18;6;10;15;13;12;14;2;20;8;10
30;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;22;31;32;3;2;91;14;13;12;12;12;13;15;12;16;4;4;4;4;4;15;13;17;19;0;work;0;work;8;7;10;12;5;9;12;12;8;7;11;12;5;10;12;13
45;М;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;3 ребенка;26;41;16;4;4;98;16;18;15;15;10;14;10;16;19;4;4;7;7;7;15;11;23;28;1;.000;0;.000;6;4;12;3;5;10;12;13;6;8;11;4;7;5;8;10
41;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;25;36;24;1;0;71;14;7;14;11;7;12;6;18;19;4;4;3;3;4;20;16;17;22;0;work;0;trait;8;11;14;14;7;15;17;13;9;7;15;14;4;14;14;7
32;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;28;40;19;4;2;49;8;5;12;11;5;5;3;3;5;7;7;7;7;7;15;5;22;25;0;.000;0;work;12;9;11;16;3;3;18;18;11;4;9;16;3;4;18;18
57;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;26;31;18;0;6;88;13;20;12;14;8;10;11;18;12;5;4;2;4;4;18;15;17;25;1;stereotype;0;.000;9;8;14;10;4;7;13;10;9;12;9;12;5;8;14;12
38;М;Гетеросексуал;Среднее специальное;Город-миллионник;Женаты/замужем;Да;2 ребенка;19;26;27;4;1;84;13;17;10;12;12;11;9;14;19;3;2;6;6;6;14;24;19;20;1;betrayal;1;interpersonal;7;9;13;3;6;20;8;4;12;13;17;13;10;20;13;7
37;Ж;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;2 ребенка;25;33;19;6;3;42;6;6;10;5;6;6;3;13;8;3;4;2;2;3;16;6;15;14;0;harass;0;work;8;10;11;13;6;11;12;10;9;11;11;14;6;13;12;10
37;М;Гомосексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;26;41;21;2;2;28;3;8;5;3;3;3;3;0;0;1;6;1;1;1;13;11;7;6;1;stereotype;1;.000;12;12;12;13;7;14;10;13;11;13;15;15;8;20;15;17
31;М;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Женаты/замужем;Да;1 ребенок;26;41;14;7;0;28;3;3;9;4;3;3;3;6;4;1;6;1;1;1;30;5;7;6;1;betrayal;0;formal;1;8;7;4;3;0;9;3;7;3;11;9;0;7;12;12
37;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;25;40;18;2;4;75;12;9;6;13;13;9;13;14;17;6;2;6;6;5;15;10;20;24;1;betrayal;1;formal;12;11;13;11;8;13;13;12;9;8;10;10;7;10;11;11
33;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;20;33;17;5;0;44;5;5;10;6;6;6;6;0;4;2;7;1;1;1;15;10;7;6;0;harass;0;work;12;0;4;18;2;6;17;8;11;0;4;16;0;8;14;11
33;Ж;Гетеросексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Женаты/замужем;Да;1 ребенок;21;40;23;7;0;31;6;3;6;7;3;3;3;0;3;2;6;3;3;2;17;9;7;8;0;.000;1;work;12;18;21;18;12;21;18;20;0;0;0;0;0;0;0;0
40;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;нет;23;41;16;9;0;42;5;5;10;8;5;5;4;7;9;3;4;2;5;4;17;14;7;16;0;harass;0;body;11;8;14;8;6;8;15;11;11;11;13;5;4;8;14;11
28;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;24;30;16;8;0;90;15;14;11;17;10;10;13;23;15;5;3;7;7;7;22;16;17;20;0;stereotype;0;work;7;1;12;8;6;8;12;13;5;7;9;2;2;5;7;7
34;М;Гетеросексуал;Среднее специальное;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;15;25;17;2;5;99;12;11;13;17;12;19;15;26;20;7;4;4;4;4;24;12;24;23;0;.000;0;.000;5;5;7;7;5;6;5;7;7;6;8;8;5;9;7;9
30;Ж;Гетеросексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Женаты/замужем;Да;нет;29;25;18;5;4;90;19;20;15;15;7;8;6;23;8;5;3;5;6;6;15;23;13;13;0;betrayal;1;sport;6;9;7;16;4;2;13;9;5;5;13;11;6;7;13;7
40;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;21;38;24;0;6;34;3;3;13;5;4;3;3;10;3;6;5;4;3;3;25;13;14;17;1;education;0;.000;4;8;13;7;5;10;12;14;4;7;8;10;5;11;12;15
26;М;Гетеросексуал;Среднее специальное;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;17;32;26;3;3;42;6;4;8;9;4;4;7;11;12;4;4;4;4;3;10;11;16;12;0;.000;0;.000;4;5;12;5;6;3;11;7;2;6;10;1;5;2;11;4
36;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;21;31;26;7;1;50;6;9;9;8;6;6;6;15;11;4;3;3;3;5;17;21;17;18;0;betrayal;0;work;3;7;15;11;9;13;5;9;4;7;10;6;1;9;5;9
43;М;Гетеросексуал;Среднее полное;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;24;36;16;5;1;73;8;17;16;9;8;4;11;9;8;4;4;1;1;1;35;5;9;8;0;.000;0;.000;10;9;11;8;2;5;14;10;6;8;9;9;3;4;13;12
28;Ж;Гетеросексуал;Среднее специальное;Город с населением от 250 до 500 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;18;38;22;0;7;45;6;4;9;12;8;3;3;6;10;5;3;4;4;4;28;13;13;15;0;.000;0;.000;10;14;12;7;10;15;11;13;12;12;15;13;8;17;12;14
30;Ж;Гетеросексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Не женаты/не замужем;Да;нет;17;26;25;9;0;56;10;5;13;7;10;6;5;9;14;4;3;2;2;2;15;10;12;16;1;betrayal;1;work;6;12;12;9;2;7;7;12;13;10;16;8;8;13;13;15
31;М;Гетеросексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;24;50;10;0;5;78;13;13;14;8;11;11;8;9;15;4;2;6;6;6;15;10;19;21;1;stereotype;0;formal;9;8;10;10;2;3;14;8;10;3;5;5;1;1;13;6
40;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;24;29;18;4;5;75;10;10;9;13;9;13;11;6;27;4;4;4;4;4;19;15;17;23;1;work;0;.000;15;18;17;16;12;22;18;19;11;18;18;16;10;20;16;18
40;М;Гетеросексуал;Высшее;Город-миллионник;Разведены;Да;нет;29;40;16;0;9;59;16;13;3;13;4;4;6;20;6;6;7;1;1;1;30;11;10;28;1;relationship;1;army;11;14;14;4;7;19;14;18;11;15;15;5;7;16;14;18
40;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;3 ребенка;24;38;18;5;4;76;16;9;13;12;9;8;9;14;14;7;5;4;4;4;25;13;27;27;1;work;1;nature;10;13;13;14;8;9;14;15;8;11;15;10;2;7;18;12
38;М;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Женаты/замужем;Да;2 ребенка;27;42;25;5;2;147;21;21;21;21;21;21;21;24;29;7;3;4;5;6;18;19;28;27;0;relationship;0;.000;10;11;11;11;8;15;14;13;9;8;10;11;5;14;12;14
35;М;Гомосексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;26;35;16;6;0;28;3;6;3;4;3;5;4;8;10;1;7;1;1;1;22;15;7;6;0;.000;0;.000;14;11;9;8;9;15;8;12;13;4;10;8;7;10;12;15
37;М;Гомосексуал;Среднее специальное;Город с населением от 500 тысяч до 1 млн человек;Живете вместе, но официально не женаты/не замужем;Да;нет;23;33;11;5;3;53;3;3;8;13;3;18;5;14;12;6;5;2;2;5;11;11;11;9;1;body;1;sexuality;9;9;13;11;3;15;8;9;10;18;16;10;9;15;7;15
26;М;Гомосексуал;Среднее специальное;Город с населением от 100 до 250 тысяч человек;Не женаты/не замужем;Да;нет;12;29;36;4;0;42;5;3;4;9;10;7;4;24;4;2;3;1;1;1;15;15;11;20;1;betrayal;1;interpersonal;11;12;18;14;10;16;7;8;9;11;18;15;8;20;10;8
33;М;Гомосексуал;Высшее;Город-миллионник;Живете отдельно от супруга/супруги;Да;2 ребенка;13;41;35;1;7;53;8;3;14;10;10;5;3;0;6;4;7;1;2;5;30;17;15;10;1;harass;0;sexuality;14;10;14;18;9;18;15;21;9;18;15;18;10;18;12;17
45;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;27;30;18;6;0;53;8;10;6;12;3;6;8;17;20;4;3;2;3;1;23;12;17;20;0;relationship;0;work;12;10;17;13;12;19;13;20;13;7;11;11;5;11;13;20
39;М;Гетеросексуал;Неоконченное высшее;Город с населением от 100 до 250 тысяч человек;Женаты/замужем;Да;3 ребенка;17;45;13;3;2;122;15;21;14;15;21;21;15;17;22;3;1;5;7;6;35;17;13;30;0;relationship;1;family;9;6;12;0;0;4;9;18;7;6;18;0;0;3;9;18
53;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;2 ребенка;27;40;22;2;2;123;16;18;18;18;18;18;17;16;26;7;3;5;5;5;17;24;17;28;1;work;1;nature;12;13;14;14;8;13;18;20;13;12;16;11;10;14;16;18
32;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;20;35;23;2;6;88;12;6;12;17;14;11;16;23;17;5;5;6;3;3;12;11;8;25;1;stereotype;0;trait;13;14;12;3;6;15;17;13;6;11;13;2;4;8;13;8
30;Ж;Гетеросексуал;Среднее специальное;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;нет;16;33;22;0;5;55;9;6;11;7;7;9;6;14;13;4;4;4;4;4;12;8;8;18;1;work;0;work;10;8;10;11;6;12;8;14;6;4;8;7;2;5;8;9
44;Ж;Гетеросексуал;Высшее;Поселок городского типа/деревня;Разведены;Да;1 ребенок;13;38;14;6;2;74;18;7;14;14;5;12;4;15;18;7;2;3;3;2;15;15;16;20;0;harass;0;work;10;12;16;16;6;10;16;21;8;4;10;18;3;10;10;17
35;М;Гетеросексуал;Среднее специальное;Город с населением менее 100 тысяч человек;Женаты/замужем;Да;2 ребенка;24;39;20;0;8;134;21;18;21;17;16;20;21;21;28;7;1;4;6;6;35;17;27;30;0;.000;1;.000;10;11;12;6;8;9;14;16;13;13;11;6;6;8;12;15
34;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;нет;20;41;27;4;3;66;9;11;12;11;8;6;9;16;11;5;1;4;7;4;15;17;10;19;1;family;1;work;13;12;13;7;10;14;15;13;12;11;12;6;4;15;16;12
30;Ж;Гетеросексуал;Высшее;Поселок городского типа/деревня;Живете вместе, но официально не женаты/не замужем;Да;нет;10;19;28;1;3;22;4;3;3;3;3;3;3;3;0;3;6;1;1;1;15;5;7;6;1;harass;0;work;6;0;3;12;3;6;0;9;6;12;6;12;3;12;0;6
42;Ж;Гетеросексуал;Высшее;Город-миллионник;Разведены;Да;2 ребенка;25;35;14;1;1;65;13;11;15;7;5;7;7;6;9;4;5;5;5;5;16;12;26;24;0;work;0;work;10;9;13;9;1;9;18;14;8;4;15;5;0;7;18;15
33;Ж;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;25;29;22;7;0;32;3;3;7;10;3;3;3;6;6;3;7;1;1;1;21;7;21;16;0;betrayal;0;work;7;7;12;15;9;14;13;18;7;7;15;15;9;11;13;13
30;М;Гетеросексуал;Высшее;Поселок городского типа/деревня;Женаты/замужем;Да;2 ребенка;15;33;22;1;5;63;8;17;6;11;11;5;5;10;15;5;4;3;3;4;23;19;21;16;1;.000;1;.000;10;10;13;10;5;10;8;9;8;12;11;11;6;17;11;8
32;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;более 3 детей;29;46;10;6;2;135;21;21;9;21;21;21;21;30;30;4;4;7;7;7;35;17;25;30;1;work;0;work;14;14;20;5;9;6;17;15;18;15;18;9;6;9;18;18
29;М;Гетеросексуал;Высшее;Город-миллионник;Разведены;Да;нет;29;44;17;8;1;57;12;4;4;17;12;5;3;19;4;3;2;4;5;5;26;19;8;9;1;betrayal;1;army;8;1;9;9;0;6;12;8;11;2;10;17;12;13;9;14
36;М;Гетеросексуал;Среднее полное;Город-миллионник;Живете вместе, но официально не женаты/не замужем;Да;нет;26;47;15;4;2;86;14;12;13;13;12;12;10;13;20;7;3;4;4;5;21;15;25;26;1;betrayal;0;work;1;5;8;9;6;6;14;16;1;2;11;9;7;5;15;9
44;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;2 ребенка;22;39;22;9;0;68;10;7;11;14;8;9;9;8;9;5;4;3;3;4;15;13;17;17;0;stereotype;0;formal;6;11;8;9;1;1;11;13;7;8;9;10;4;4;11;10
39;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;18;36;18;4;4;76;12;13;5;14;9;10;13;8;16;3;4;5;5;4;23;17;13;20;0;body;0;army;8;5;10;9;2;8;13;11;7;4;13;11;3;7;13;13
39;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;28;46;24;4;4;60;7;3;14;13;8;3;12;4;12;6;4;5;5;5;25;18;19;20;0;work;0;body;10;14;15;4;9;7;15;9;9;14;18;12;5;6;16;10
32;М;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Женаты/замужем;Да;1 ребенок;20;37;22;2;0;40;3;3;9;13;4;4;4;10;12;1;6;1;1;1;10;9;7;7;0;harass;1;sport;7;11;11;12;4;6;14;15;4;8;13;8;6;3;13;16
30;Ж;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Разведены;Да;2 ребенка;18;27;24;1;8;105;13;14;17;17;14;16;14;18;18;5;3;3;3;4;15;17;17;26;1;relationship;1;sport;8;4;11;9;5;9;15;11;9;6;8;7;3;6;9;10
49;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;27;36;20;7;0;106;16;21;16;17;11;12;13;18;18;7;3;6;6;6;27;11;27;24;1;.000;1;.000;7;7;8;9;3;3;8;6;10;2;6;6;2;4;12;2
57;М;Гетеросексуал;Среднее специальное;Москва или Санкт-Петербург;Разведены;Да;1 ребенок;13;16;16;1;6;118;17;18;18;18;15;17;15;22;19;7;1;5;5;4;26;22;26;29;0;.000;0;sport;7;9;10;8;6;13;11;9;3;2;4;4;4;7;4;4
30;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Разведены;Да;2 ребенка;23;38;28;7;0;66;6;3;13;15;11;13;5;7;15;3;5;1;1;1;35;5;9;12;0;work;0;.000;13;8;12;16;7;12;16;16;15;12;8;15;1;9;11;12
40;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;25;32;37;4;2;79;15;11;9;12;11;11;10;14;13;5;1;4;4;4;20;19;21;24;0;.000;0;.000;12;12;12;11;7;16;12;15;6;11;11;10;6;5;7;14
28;М;Гетеросексуал;Неоконченное высшее;Город с населением от 100 до 250 тысяч человек;Женаты/замужем;Да;1 ребенок;27;42;17;8;1;107;17;20;14;18;12;11;15;18;19;5;4;6;6;7;18;16;21;21;0;.000;0;.000;7;5;8;9;6;6;11;16;7;6;10;8;4;4;11;13
39;М;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Разведены;Да;нет;25;32;21;2;2;43;5;3;11;7;7;6;4;5;9;3;6;3;2;3;15;16;10;9;0;body;1;trait;6;13;11;4;7;16;2;7;12;7;10;12;3;7;12;6
28;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;1 ребенок;30;50;10;0;7;147;21;21;21;21;21;21;21;5;30;4;4;7;7;7;35;17;20;22;1;betrayal;0;.000;15;12;18;6;12;15;18;18;12;18;18;15;6;12;18;18
54;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;26;35;27;2;4;37;3;3;12;7;3;3;6;2;17;4;7;7;7;4;32;8;11;17;1;work;0;danger;10;6;15;10;8;12;12;17;10;7;11;10;6;9;14;13
25;М;Бисексуал;Среднее специальное;Город с населением от 500 тысяч до 1 млн человек;Не женаты/не замужем;Да;нет;24;34;23;7;1;21;3;3;3;3;3;3;3;0;0;1;7;1;1;2;35;5;7;6;0;stereotype;1;home;11;4;5;12;1;7;12;10;6;8;5;8;1;5;7;8
33;М;Гетеросексуал;Среднее специальное;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;25;47;10;5;3;119;19;21;18;16;17;15;13;21;29;5;6;5;5;5;26;10;27;29;0;.000;0;stereotype;14;13;15;14;9;19;16;13;14;14;12;13;10;18;14;17
55;М;Гетеросексуал;Среднее специальное;Поселок городского типа/деревня;Женаты/замужем;Да;1 ребенок;17;31;24;3;3;138;19;21;20;21;20;18;19;27;7;7;1;7;6;5;27;8;29;29;1;.000;0;army;10;11;20;5;3;17;11;12;11;5;16;11;9;12;9;12
32;М;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;1 ребенок;15;17;18;7;2;50;6;6;7;8;8;7;8;3;4;7;1;2;2;1;30;7;11;9;1;.000;1;.000;9;8;13;6;6;13;10;11;6;10;11;10;7;13;9;11
31;Ж;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;нет;18;26;34;0;4;25;3;3;6;4;3;3;3;6;2;2;6;1;1;2;10;7;7;6;1;work;0;.000;9;8;13;13;9;16;9;11;7;7;13;12;5;17;10;7
40;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;15;30;10;0;6;123;20;21;17;17;15;17;16;18;24;6;2;4;4;3;30;15;28;27;1;.000;1;formal;14;8;14;12;6;9;18;18;0;0;0;0;0;0;0;0
25;М;Гетеросексуал;Неоконченное высшее;Город с населением от 100 до 250 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;22;41;15;2;6;125;20;15;21;19;17;14;19;13;17;4;1;4;4;4;23;13;14;15;0;.000;0;.000;4;6;9;6;2;5;9;5;9;12;17;11;8;16;12;16
47;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;16;36;14;2;0;120;16;21;16;17;16;18;16;19;19;7;2;2;6;7;19;19;21;28;0;work;0;work;9;11;18;1;3;10;17;16;6;11;14;1;7;8;16;12
21;М;Гетеросексуал;Неоконченное высшее;Город-миллионник;Не женаты/не замужем;Да;нет;24;45;15;0;3;101;16;18;15;18;20;11;3;18;10;4;3;7;7;6;18;31;17;23;1;betrayal;1;sport;10;11;18;14;9;12;13;18;11;6;17;12;6;13;18;17
41;М;Гетеросексуал;Среднее специальное;Город-миллионник;Женаты/замужем;Да;более 3 детей;24;39;19;4;3;132;17;21;21;17;19;19;18;22;29;4;4;4;4;4;30;17;26;30;0;.000;0;.000;8;7;11;10;6;12;8;11;6;9;12;9;7;11;7;10
59;М;Гетеросексуал;Среднее специальное;Город-миллионник;Живете вместе, но официально не женаты/не замужем;Да;2 ребенка;30;30;23;3;5;114;18;18;18;18;14;12;16;25;14;7;1;6;6;6;29;19;31;30;0;.000;0;.000;10;15;20;15;11;21;18;17;18;18;21;18;12;24;18;21
50;М;Гетеросексуал;Среднее специальное;Город с населением от 500 тысяч до 1 млн человек;Не женаты/не замужем;Да;более 3 детей;28;46;29;3;5;88;10;13;15;12;11;12;15;15;20;5;5;4;3;3;24;18;10;21;1;stereotype;1;family;9;11;12;8;7;8;11;10;9;7;13;9;6;7;13;10
41;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;23;41;27;2;0;91;10;17;16;15;12;14;7;20;28;7;1;3;3;3;10;7;32;30;0;.000;0;.000;12;10;15;15;8;13;15;18;12;8;18;14;9;11;15;18
43;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;более 3 детей;17;35;12;6;1;108;16;12;17;15;17;18;13;16;13;4;3;7;6;6;10;15;12;20;1;work;1;army;10;9;12;7;3;11;10;11;10;10;9;7;1;9;10;12
38;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;21;30;30;9;0;101;14;12;6;15;21;21;12;19;24;3;1;7;7;7;30;24;9;10;0;work;0;formal;8;13;11;6;9;15;13;10;12;16;16;9;6;14;12;8
39;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;24;39;14;1;1;52;4;6;10;14;8;3;7;19;18;5;5;5;5;5;16;16;12;17;0;work;0;work;11;5;17;16;5;10;13;13;12;5;16;16;2;11;13;13
35;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;22;30;35;1;5;55;8;8;9;8;6;9;7;12;18;7;1;7;7;7;35;5;33;30;0;.000;1;.000;12;12;14;12;8;16;12;14;12;12;14;12;8;16;12;14
31;М;Гетеросексуал;Высшее;Город-миллионник;Не женаты/не замужем;Да;нет;22;37;23;7;0;53;3;3;15;11;7;9;5;6;12;1;5;2;2;1;25;10;7;8;0;work;1;army;7;5;8;16;2;9;12;11;8;4;14;14;0;6;12;12
39;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;23;38;21;2;1;83;14;15;15;11;12;7;9;17;18;5;4;3;3;3;29;21;24;22;0;.000;0;work;11;5;12;14;8;9;16;14;0;0;0;0;0;0;0;0
49;М;Гетеросексуал;Высшее;Город с населением от 100 до 250 тысяч человек;Женаты/замужем;Да;2 ребенка;17;34;17;9;0;46;3;5;10;13;4;5;6;8;8;3;5;1;1;7;19;8;8;9;0;relationship;0;family;9;10;10;9;12;10;13;12;8;7;13;10;9;15;9;14
31;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;19;42;23;6;3;56;6;9;11;9;9;6;6;14;22;2;3;4;4;4;17;14;12;18;0;.000;0;.000;5;6;7;8;3;2;13;11;6;6;7;6;4;8;6;7
35;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;нет;15;32;12;7;0;59;4;6;12;9;6;16;6;11;13;4;4;4;4;4;18;17;9;19;0;work;0;sexuality;6;5;6;5;1;6;4;5;8;3;10;9;1;8;8;10
22;М;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;27;39;10;3;1;90;15;9;17;15;13;9;12;17;10;7;4;2;2;1;35;5;7;10;0;betrayal;0;.000;12;6;14;10;4;13;15;13;11;10;15;9;9;15;15;12
48;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;3 ребенка;19;39;19;4;3;96;12;13;15;14;13;14;15;17;16;4;3;5;5;5;17;15;14;17;1;relationship;1;army;11;12;12;8;1;8;12;10;10;12;15;9;2;11;12;13
59;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;24;23;34;2;6;96;15;12;13;14;18;7;17;12;27;1;7;5;5;4;25;8;10;15;1;work;0;.000;11;5;14;9;9;17;11;3;11;5;16;9;3;11;9;6
60;М;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;1 ребенок;22;34;15;2;5;68;9;9;11;13;7;10;9;4;21;6;4;5;5;4;22;13;18;21;1;.000;1;.000;9;8;14;10;10;16;10;13;8;7;9;9;8;12;10;13
42;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;2 ребенка;17;23;26;9;0;84;14;6;11;14;15;12;12;25;18;1;2;2;2;2;23;28;7;12;0;betrayal;1;trait;10;2;13;17;5;12;15;10;9;1;12;15;7;9;15;10
34;М;Гетеросексуал;Среднее специальное;Город с населением менее 100 тысяч человек;Женаты/замужем;Да;2 ребенка;29;48;13;8;0;128;11;18;21;17;21;19;21;20;30;7;4;7;7;7;30;10;17;16;0;.000;0;interpersonal;7;9;11;9;11;13;9;19;9;9;13;9;8;17;3;14
39;М;Гетеросексуал;Среднее специальное;Город-миллионник;Женаты/замужем;Да;2 ребенка;26;36;19;2;5;88;11;14;12;15;16;13;7;23;19;7;7;4;4;4;20;20;20;24;1;betrayal;1;activity;7;13;17;11;9;19;14;11;8;13;17;12;7;13;16;14
39;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;1 ребенок;18;30;29;6;0;75;9;6;15;12;10;10;13;14;10;2;4;1;1;1;20;16;19;16;1;.000;1;.000;10;8;18;13;8;18;12;14;12;8;9;12;3;12;10;13
39;М;Гетеросексуал;Высшее;Город-миллионник;Женаты/замужем;Да;2 ребенка;27;39;30;4;0;76;14;19;12;13;10;4;4;15;9;4;1;6;6;6;19;20;21;20;1;betrayal;0;nature;4;4;6;12;0;4;10;12;12;3;12;18;3;9;18;15
37;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Разведены;Да;1 ребенок;17;27;32;7;0;103;17;14;18;17;16;9;12;8;29;6;1;6;6;5;24;31;31;30;1;relationship;1;family;11;10;11;14;9;21;4;12;11;10;11;14;9;21;4;12
40;М;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;нет;17;38;15;0;6;132;21;21;18;18;17;17;20;11;29;5;4;4;4;4;19;24;15;22;0;work;0;comfort;3;6;8;0;4;3;9;5;8;7;11;2;0;7;8;8
