age;sex;sex_orient;educ;town;marital;sex_experience;children;diner;pos_aff;neg_aff;gender_st_plus;gender_st_minus;norms_male;avoiding_femin;dislike_lgbt;self_esteem_tech;firmness;dom_males;need_sex;limit_emotion;sexism_minus;sexism_plus;polit_orientation;feminism;fairness_system;loyality_system;ideal_system;anti_egal;dom;subm;conven;hard_purpose;codes_purpose;hard_accident;codes_accident;cope_confr_acc;cope_dist_acc;cope_control_acc;cope_support_acc;cope_respon_acc;cope_run_acc;cope_plan_acc;cope_value_acc;cope_confr_purp;cope_dist_purp;cope_control_purp;cope_support_purp;cope_respon_purp;cope_run_purp;cope_plan_purp;cope_value_purp
35;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;21;33;23;8;1;62;15;14;3;11;9;7;3;16;5;5;2;5;5;5;19;17;17;18;0;.000;0;.000;8;2;9;7;1;9;14;9;6;2;10;8;3;6;14;8
55;М;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;21;27;15;7;1;109;17;17;15;15;15;15;15;20;26;7;1;6;6;6;14;14;34;29;0;betrayal;0;nature;7;11;14;14;5;12;12;15;8;3;10;14;1;5;14;9
18;Ж;Гетеросексуал;Неоконченное высшее;Поселок городского типа/деревня;Живете вместе, но официально не женаты/не замужем;Да;нет;21;34;13;9;0;64;5;4;11;15;13;12;4;18;11;2;5;2;1;1;35;9;11;19;1;betrayal;1;IQ;10;4;11;10;1;5;15;14;9;6;13;11;1;5;15;15
18;Ж;Гетеросексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;22;40;22;5;3;83;9;4;16;18;9;16;11;17;28;2;7;2;2;2;17;19;15;22;0;.000;1;trait;11;10;13;10;10;16;11;14;5;7;8;5;3;7;3;6
18;М;Гомосексуал;Неоконченное высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;23;40;24;3;5;26;3;3;5;4;5;3;3;0;2;1;7;1;1;1;35;5;7;6;0;stereotype;0;army;15;4;12;18;0;15;12;3;12;4;14;15;6;9;15;12
55;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;17;38;22;4;3;77;6;7;16;19;10;9;10;10;24;4;4;7;7;7;35;15;11;20;0;betrayal;0;formal;9;13;13;16;2;10;18;18;13;18;20;17;11;19;16;21
19;Ж;Бисексуал;Неоконченное высшее;Поселок городского типа/деревня;Не женаты/не замужем;Нет;нет;12;27;35;4;5;48;3;3;15;12;3;3;9;9;7;1;7;1;1;1;31;11;7;6;0;.000;0;work;8;10;12;17;4;19;12;18;9;6;7;18;3;21;14;16
18;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;13;21;22;8;0;42;4;4;11;8;4;6;5;11;17;4;6;2;4;4;28;29;10;19;1;harass;0;work;16;9;11;11;8;24;9;10;6;12;9;15;3;15;9;15
19;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;23;43;32;4;2;59;9;16;16;9;3;3;3;9;9;3;5;4;4;1;32;28;15;21;0;work;1;harass;14;4;8;17;2;11;14;12;15;0;6;18;3;9;18;18
18;М;Гетеросексуал;Неоконченное высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;18;26;29;0;5;64;10;17;9;9;8;7;4;16;15;5;5;4;6;7;21;19;16;23;1;stereotype;1;army;4;4;7;7;2;8;8;9;6;11;9;5;5;8;9;10
18;Ж;Гетеросексуал;Неоконченное высшее;Город с населением от 100 до 250 тысяч человек;Не женаты/не замужем;Нет;нет;20;34;28;7;2;46;8;6;9;4;7;7;5;4;13;3;6;2;2;2;15;16;11;13;1;work;1;body;7;6;10;8;3;10;11;7;5;5;9;4;6;12;4;6
18;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;19;20;30;6;1;39;3;3;6;10;6;3;8;11;10;5;6;2;2;1;18;27;13;18;0;harass;0;harass;8;8;13;17;5;12;9;17;8;9;10;13;5;14;8;15
18;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;23;37;17;6;1;69;10;10;13;10;10;6;10;19;17;4;6;6;2;2;23;21;19;17;0;relationship;0;danger;13;14;11;9;5;11;13;14;13;13;12;15;7;18;10;17
18;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;23;37;14;7;1;47;3;4;13;14;7;3;3;0;13;3;4;1;1;1;26;21;10;13;0;education;1;army;7;2;5;14;0;13;13;13;9;6;8;12;0;11;8;3
18;Ж;Гетеросексуал;Неоконченное высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Нет;нет;26;30;17;4;3;58;6;8;15;14;3;6;6;12;21;3;6;5;5;3;23;15;16;18;0;work;0;body;9;13;14;15;0;12;7;11;12;12;15;15;0;17;17;15
18;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;20;36;27;8;0;55;9;9;12;10;8;4;3;17;7;3;5;5;5;4;19;21;14;22;0;stereotype;0;army;13;8;13;15;1;11;4;10;9;12;15;13;5;9;12;13
19;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;14;21;35;5;3;22;3;4;3;3;3;3;3;3;9;1;7;2;2;1;10;11;8;7;0;harass;1;body;10;4;14;14;1;8;10;12;12;5;9;15;1;11;8;10
18;Ж;Бисексуал;Среднее специальное;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;27;45;31;6;1;56;3;3;12;17;15;3;3;9;16;4;7;1;1;1;35;10;16;11;1;body;0;trait;8;8;11;9;3;13;12;17;10;8;11;10;3;14;11;11
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;22;22;26;5;4;64;12;3;17;11;7;7;7;14;16;3;4;3;2;4;15;11;10;13;1;education;1;harass;9;5;9;14;2;8;7;8;12;11;14;14;2;11;11;5
19;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;26;48;21;5;3;43;6;4;6;5;4;3;15;16;16;3;4;2;2;2;16;15;14;19;0;body;0;IQ;8;6;12;11;3;8;12;14;7;9;13;13;5;6;8;10
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;14;27;29;1;5;31;4;3;8;7;3;3;3;0;3;2;7;1;1;1;29;12;7;8;0;harass;0;work;13;3;14;14;2;17;9;11;17;4;11;16;4;21;5;11
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;26;34;21;4;1;60;12;10;13;8;11;3;3;8;20;4;4;4;4;2;18;12;16;21;1;education;0;work;13;10;10;17;5;16;14;19;12;11;12;18;3;11;13;17
19;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;28;42;29;5;4;129;21;21;15;18;21;17;16;24;21;6;1;7;6;6;13;25;28;23;0;.000;0;.000;5;8;10;7;4;10;7;8;6;4;5;5;3;7;3;3
18;Ж;Гетеросексуал;Неоконченное высшее;Город-миллионник;Не женаты/не замужем;Нет;нет;24;32;12;3;0;81;14;9;14;12;13;10;9;11;15;5;4;4;4;4;11;8;20;23;0;work;0;harass;14;10;11;15;6;15;12;12;14;8;13;13;4;11;16;14
45;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;16;20;13;6;1;93;18;19;15;10;9;13;9;12;12;6;4;4;3;4;17;17;24;21;0;betrayal;0;work;3;10;11;7;4;8;10;16;6;10;16;8;4;10;11;14
18;Ж;Гетеросексуал;Среднее полное;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;12;50;30;7;1;34;3;3;8;11;3;3;3;0;15;4;5;2;2;2;24;15;11;10;0;betrayal;1;sport;8;4;5;14;4;8;8;15;8;6;9;15;3;9;12;18
34;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;30;39;20;3;0;69;14;5;12;13;7;10;8;15;9;4;3;7;7;7;10;15;23;24;0;.000;0;.000;6;9;16;10;3;6;18;15;6;6;12;9;3;6;18;15
20;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;1 ребенок;24;38;20;6;2;60;5;11;10;11;5;7;11;14;21;4;5;3;3;5;34;9;15;25;0;relationship;0;danger;7;0;8;12;1;4;13;9;11;2;9;14;2;4;14;10
50;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Вдовец/Вдова;Да;2 ребенка;25;30;15;3;3;98;9;18;13;14;17;14;13;13;18;3;3;3;5;5;15;12;13;16;0;relationship;0;work;7;9;12;14;0;7;13;11;7;5;14;8;2;6;13;16
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;24;32;42;6;3;62;6;16;13;11;7;5;4;7;4;5;5;4;4;4;31;14;27;24;0;.000;0;.000;11;5;12;13;3;9;10;12;13;5;11;13;3;10;9;9
18;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;15;16;49;4;1;21;3;3;3;3;3;3;3;0;0;3;7;1;1;1;35;5;7;6;0;work;1;body;1;6;9;4;7;7;15;4;8;6;5;9;0;2;9;2
35;Ж;Гетеросексуал;Высшее;Поселок городского типа/деревня;Женаты/замужем;Да;2 ребенка;25;39;27;0;7;95;16;18;15;13;8;11;14;24;24;7;3;6;6;6;30;15;34;27;0;.000;0;.000;12;12;14;12;8;16;12;14;11;11;13;12;8;15;12;14
19;Ж;Бисексуал;Среднее полное;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;25;42;14;2;7;43;3;3;19;6;6;3;3;5;10;1;7;1;1;1;35;11;7;6;1;family;1;body;9;3;9;18;2;8;12;12;9;5;12;18;0;8;14;12
18;Ж;Асексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;21;26;42;8;0;21;3;3;3;3;3;3;3;2;0;4;7;2;2;4;31;5;7;6;1;betrayal;0;family;14;9;18;9;11;24;10;12;10;9;18;9;9;24;2;10
22;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;29;45;14;7;2;66;6;10;14;6;14;6;10;1;10;2;4;6;6;6;35;11;14;13;0;betrayal;0;work;6;6;10;12;6;6;10;12;7;4;13;15;9;4;13;11
44;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;14;28;13;0;6;30;4;4;4;6;4;5;3;22;19;1;3;4;6;7;20;7;11;18;0;.000;0;.000;5;5;7;11;5;9;10;5;10;8;11;10;11;15;7;12
22;Ж;Бисексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;21;41;16;7;1;58;11;3;10;12;11;6;5;13;14;4;4;3;4;3;19;10;15;20;0;.000;0;.000;9;8;14;14;7;12;11;13;8;7;12;14;8;12;12;13
35;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;1 ребенок;26;28;12;8;0;122;20;21;20;17;12;18;14;7;24;7;4;6;6;6;32;14;34;30;0;.000;0;.000;6;6;10;10;5;5;10;13;4;3;14;9;4;9;14;12
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;21;39;34;1;1;40;3;3;7;7;4;12;4;1;5;2;4;1;1;2;17;11;7;6;1;harass;0;harass;8;12;13;12;8;19;13;20;8;15;14;14;9;20;15;19
46;Ж;Гетеросексуал;Среднее полное;Город с населением от 500 тысяч до 1 млн человек;Разведены;Да;1 ребенок;25;36;10;1;7;85;9;15;11;18;11;9;12;17;12;7;2;6;6;6;10;14;27;26;1;work;0;.000;10;12;11;10;4;7;12;19;4;12;12;1;1;4;17;21
43;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;19;45;19;2;1;65;15;15;11;7;7;3;7;18;20;4;2;3;3;3;35;15;22;27;1;family;0;.000;8;10;13;13;4;15;10;13;11;6;8;14;3;13;9;15
22;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;28;46;30;3;2;36;3;3;13;3;8;3;3;15;5;1;6;3;1;1;35;5;7;9;0;stereotype;0;sport;7;3;9;8;0;3;18;15;6;6;3;12;0;3;18;15
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;24;36;10;3;5;58;3;7;11;19;3;7;8;15;20;2;4;2;5;6;16;20;8;9;0;.000;0;.000;6;15;15;15;3;12;9;12;18;18;21;18;12;24;18;21
22;М;Бисексуал;Высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;10;20;36;3;5;45;3;3;3;3;9;21;3;8;5;1;4;1;1;1;35;5;7;6;1;relationship;1;stereotype;5;2;11;18;6;8;8;2;1;10;18;11;11;9;10;5
42;Ж;Гетеросексуал;Высшее;Город с населением от 250 до 500 тысяч человек;Женаты/замужем;Да;1 ребенок;23;21;30;0;5;47;6;6;6;10;6;7;6;13;9;4;4;2;2;2;30;10;9;17;0;.000;0;.000;11;9;11;15;9;16;4;5;10;9;10;14;6;20;10;5
23;Ж;Гетеросексуал;Неоконченное высшее;Поселок городского типа/деревня;Не женаты/не замужем;Да;нет;22;24;28;6;2;47;12;6;8;9;3;5;4;6;10;4;6;2;3;4;20;9;15;17;1;harass;0;comfort;11;15;17;9;10;18;12;20;3;14;8;5;6;16;3;14
22;Ж;Гетеросексуал;Высшее;Поселок городского типа/деревня;Живете вместе, но официально не женаты/не замужем;Да;нет;15;21;29;6;1;30;3;3;10;5;3;3;3;2;3;4;6;2;2;1;29;9;8;8;1;harass;1;body;6;12;6;12;4;15;8;8;4;4;6;11;2;4;10;3
50;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;1 ребенок;20;33;22;9;0;56;10;7;8;9;7;8;7;14;13;4;4;4;4;4;23;12;17;20;1;work;0;work;9;15;17;13;0;9;7;15;4;11;14;4;2;9;4;6
19;Ж;Гетеросексуал;Неоконченное высшее;Город-миллионник;Не женаты/не замужем;Да;нет;30;47;17;4;4;133;18;19;19;20;19;19;19;18;18;2;7;2;2;2;22;8;9;22;1;body;1;sexuality;7;14;7;9;4;11;7;12;9;8;8;11;6;13;12;11
41;Ж;Гетеросексуал;Высшее;Поселок городского типа/деревня;Женаты/замужем;Да;1 ребенок;26;39;21;0;6;98;16;15;18;14;10;10;15;17;22;3;4;5;6;6;19;16;28;25;0;stereotype;0;.000;0;2;1;1;1;0;1;2;0;2;2;1;0;2;0;0
45;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Не женаты/не замужем;Да;1 ребенок;25;46;19;1;2;91;16;16;16;16;13;10;4;12;17;4;2;5;5;5;25;17;19;19;1;harass;1;sport;12;1;3;11;6;12;10;10;5;2;6;12;4;9;12;9
23;М;Бисексуал;Среднее специальное;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;18;35;34;0;7;60;3;3;8;12;10;15;9;7;11;4;6;3;4;3;15;16;9;12;1;work;1;interpersonal;8;16;13;12;7;17;13;11;11;9;10;11;6;14;10;6
18;М;Гетеросексуал;Неоконченное высшее;Поселок городского типа/деревня;Не женаты/не замужем;Да;нет;13;41;24;2;4;21;3;3;3;3;3;3;3;1;0;2;7;3;3;2;35;8;13;13;1;body;0;.000;12;1;8;2;3;3;14;10;10;2;10;0;3;2;13;10
43;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;2 ребенка;17;33;35;0;9;85;14;8;8;13;14;16;12;12;12;3;5;1;2;3;30;10;21;16;1;body;0;.000;10;13;17;10;7;12;8;10;8;3;8;4;5;9;8;6
20;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;23;45;33;6;0;70;11;9;18;13;5;4;10;20;21;2;5;2;2;3;13;26;11;18;0;work;1;harass;11;13;13;13;4;13;12;12;15;11;16;15;3;17;14;12
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;28;37;15;3;4;56;6;7;13;10;8;6;6;6;17;2;4;4;4;4;19;8;14;19;0;education;1;body;8;8;13;15;8;15;15;12;12;11;17;14;4;15;16;10
19;Ж;Гетеросексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;28;38;11;8;1;42;6;3;13;10;4;3;3;12;21;2;5;4;4;5;17;25;11;17;0;work;0;harass;8;13;13;10;8;14;10;11;6;15;13;12;5;12;11;12
19;Ж;Гетеросексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;21;41;35;0;2;24;4;3;4;3;3;4;3;13;20;1;6;1;1;1;24;19;8;7;0;work;0;work;6;9;13;14;3;8;8;10;11;5;11;12;1;11;11;6
19;М;Гетеросексуал;Неоконченное высшее;Город-миллионник;Живете вместе, но официально не женаты/не замужем;Да;нет;15;25;33;8;1;44;8;3;3;12;12;3;3;17;25;2;6;2;3;4;24;19;22;10;1;education;1;army;6;12;9;10;6;12;12;14;14;13;14;8;6;9;8;8
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;25;36;12;3;0;44;6;9;9;5;6;6;3;12;11;5;5;4;5;5;21;12;25;21;0;education;0;work;5;12;10;10;5;10;13;17;5;11;8;5;5;7;16;14
19;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;20;33;15;6;0;63;5;8;4;20;11;6;9;17;12;6;3;5;5;4;13;12;21;21;0;education;0;school;4;6;10;2;7;6;8;7;6;2;9;11;4;8;10;8
19;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;22;29;24;1;0;74;8;15;13;14;11;6;7;1;18;4;7;2;2;2;34;8;17;23;1;harass;1;body;9;7;8;13;0;13;15;7;6;6;13;11;6;10;8;9
18;Ж;Бисексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Да;нет;21;37;18;9;0;32;5;3;7;7;4;3;3;0;5;3;7;2;2;4;30;6;7;6;0;work;0;work;11;7;9;12;1;8;11;15;10;6;7;14;2;8;14;15
18;Ж;Гетеросексуал;Неоконченное высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;19;39;18;6;3;38;8;4;8;4;8;3;3;10;9;3;3;2;1;2;22;12;16;15;1;stereotype;1;danger;7;3;7;3;2;9;6;2;5;7;9;3;2;3;6;6
19;Ж;Гетеросексуал;Неоконченное высшее;Город-миллионник;Не женаты/не замужем;Да;нет;27;45;11;8;0;22;3;3;4;3;3;3;3;0;0;2;7;1;1;1;35;5;9;6;1;stereotype;1;danger;2;2;9;10;2;9;11;1;11;12;10;11;2;12;12;9
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;25;25;28;7;2;45;3;4;11;11;8;3;5;9;7;3;4;3;3;4;18;15;14;14;1;.000;1;.000;8;15;12;3;2;13;5;9;3;14;6;7;3;14;3;7
18;Ж;Гетеросексуал;Неоконченное высшее;Город-миллионник;Не женаты/не замужем;Нет;нет;29;48;21;7;1;70;3;6;19;14;17;4;7;23;19;1;4;3;3;3;24;17;21;18;0;.000;0;.000;5;14;8;9;2;12;4;8;9;5;10;8;5;11;8;12
19;М;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;18;21;47;9;0;37;4;3;11;7;5;3;4;8;4;2;6;1;1;2;20;10;9;8;0;.000;1;interpersonal;5;6;7;10;6;10;7;7;9;10;8;13;5;15;6;12
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;16;18;15;0;6;59;6;21;11;8;3;5;5;8;12;5;4;2;4;2;21;13;11;13;0;work;1;school;12;2;13;9;6;11;14;9;11;2;10;8;3;2;18;6
18;М;Гетеросексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Нет;нет;24;28;21;2;7;57;6;6;16;9;6;8;6;12;9;2;5;3;2;2;10;17;17;10;0;family;0;army;6;10;10;11;4;10;8;7;6;6;9;12;3;13;13;10
18;Ж;Гетеросексуал;Среднее полное;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;19;29;38;3;1;42;3;3;15;6;3;3;9;5;3;2;6;1;1;1;21;8;8;11;0;.000;0;.000;13;7;10;14;5;23;6;6;12;9;10;15;3;23;4;3
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;25;36;24;8;1;72;3;12;18;12;14;5;8;14;27;5;5;3;5;3;35;10;21;29;1;stereotype;1;work;11;7;12;13;6;16;9;12;10;7;12;15;1;10;13;12
19;Ж;Гетеросексуал;Среднее специальное;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;28;36;35;9;0;72;9;17;7;10;17;6;6;12;18;4;3;4;4;5;19;25;23;26;0;stereotype;0;work;8;13;13;11;3;15;6;17;8;15;15;7;6;17;5;5
20;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;25;34;16;1;7;39;3;4;8;11;7;3;3;9;13;2;5;3;3;4;26;7;14;15;0;stereotype;1;sport;9;14;17;15;4;12;16;12;13;9;11;16;3;15;17;14
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;22;30;29;1;4;45;6;6;6;9;6;6;6;14;16;5;5;4;4;4;32;26;15;26;1;family;1;danger;7;12;11;6;6;19;10;10;12;12;14;12;8;16;12;14
18;М;Гетеросексуал;Неоконченное высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Да;нет;20;38;26;3;6;54;9;8;3;13;10;8;3;18;22;5;3;4;4;4;34;23;15;21;1;.000;1;.000;10;7;13;13;7;8;14;16;10;9;15;13;9;10;17;16
52;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Вдовец/Вдова;Да;1 ребенок;14;33;15;0;8;88;10;21;3;15;9;15;15;1;22;6;4;2;3;3;24;23;20;20;1;.000;1;.000;10;12;11;10;6;8;10;13;7;12;11;9;4;8;8;13
18;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;17;33;21;1;3;60;9;9;11;11;12;3;5;9;13;1;5;5;5;5;20;18;14;20;1;stereotype;1;family;16;14;12;15;7;19;16;16;14;14;14;16;7;20;16;14
19;Ж;Гетеросексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;23;41;43;2;4;28;3;6;7;3;3;3;3;0;0;1;7;4;4;4;35;5;7;13;0;.000;0;stereotype;6;13;17;10;10;17;14;16;13;14;15;12;2;14;16;11
18;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;27;41;15;6;1;37;6;4;6;6;6;6;3;9;8;5;6;2;2;4;20;10;18;18;0;.000;0;.000;12;10;12;15;7;14;16;16;12;12;14;12;8;16;12;14
18;Ж;Гетеросексуал;Среднее полное;Город с населением от 500 тысяч до 1 млн человек;Не женаты/не замужем;Нет;нет;26;38;23;3;3;42;6;4;8;7;7;6;4;6;10;4;6;4;4;4;21;11;17;17;0;.000;0;.000;7;13;11;14;2;16;14;14;0;0;0;0;0;0;0;0
18;Ж;Гетеросексуал;Среднее полное;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;23;37;17;8;1;88;15;16;18;11;15;6;7;15;12;1;1;5;5;4;16;13;26;21;0;.000;1;work;7;9;11;8;7;7;12;11;8;10;11;10;7;12;10;10
18;Ж;Бисексуал;Неоконченное высшее;Москва или Санкт-Петербург;Не женаты/не замужем;Нет;нет;22;36;15;4;0;45;3;6;9;10;11;3;3;3;8;4;5;4;4;4;29;9;9;24;1;.000;1;school;13;9;15;11;0;12;10;6;10;7;14;10;0;7;10;6
18;Ж;Гетеросексуал;Неоконченное высшее;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Нет;нет;23;46;10;4;5;41;3;9;15;5;3;3;3;0;15;1;7;2;3;4;20;6;12;13;0;stereotype;0;.000;4;7;8;7;0;4;6;11;6;2;6;8;1;6;8;11
48;Ж;Гетеросексуал;Высшее;Город с населением от 500 тысяч до 1 млн человек;Женаты/замужем;Да;2 ребенка;29;41;15;8;0;44;6;7;7;6;6;6;6;21;8;4;4;3;3;3;16;14;14;16;0;betrayal;0;.000;9;7;9;11;5;8;10;12;8;7;12;8;4;10;12;9
21;Ж;Гомосексуал;Неоконченное высшее;Город с населением менее 100 тысяч человек;Не женаты/не замужем;Нет;нет;21;29;15;7;2;40;4;3;15;9;3;3;3;10;8;2;4;4;4;4;20;13;17;12;0;stereotype;1;sport;3;8;5;11;0;0;8;10;10;5;8;10;0;9;8;12
18;М;Гетеросексуал;Среднее полное;Москва или Санкт-Петербург;Не женаты/не замужем;Да;нет;15;25;25;1;0;69;8;15;4;12;8;9;13;19;14;6;5;6;7;7;20;26;18;20;0;.000;0;.000;10;12;9;12;7;9;11;13;0;0;0;0;0;0;0;0
24;Ж;Гетеросексуал;Неоконченное высшее;Город с населением от 500 тысяч до 1 млн человек;Живете вместе, но официально не женаты/не замужем;Да;нет;22;26;17;7;1;88;13;9;19;13;16;11;7;19;14;6;4;3;3;3;17;12;16;23;1;work;0;.000;12;8;12;13;5;15;12;12;12;8;12;12;4;13;15;12
32;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Женаты/замужем;Да;нет;27;34;16;0;4;57;8;5;10;10;11;4;9;17;12;4;4;6;7;6;19;21;19;20;0;.000;0;family;3;2;0;2;0;0;0;0;12;2;3;8;3;7;14;10
22;Ж;Гетеросексуал;Высшее;Москва или Санкт-Петербург;Живете вместе, но официально не женаты/не замужем;Да;нет;25;42;21;2;3;52;4;3;11;12;13;6;3;15;14;4;4;2;4;4;16;16;14;19;0;.000;0;.000;9;8;8;12;4;10;12;9;10;7;8;8;4;9;12;9
35;М;Гетеросексуал;Высшее;Город с населением менее 100 тысяч человек;Живете вместе, но официально не женаты/не замужем;Да;нет;17;33;31;9;0;69;15;5;11;12;15;5;6;16;16;4;4;5;5;6;29;24;7;10;0;.000;0;.000;11;0;11;11;5;4;13;1;9;0;6;9;3;4;13;1
18;Ж;Гомосексуал;Среднее полное;Город с населением от 250 до 500 тысяч человек;Не женаты/не замужем;Нет;нет;19;31;21;5;4;30;3;3;11;4;3;3;3;0;0;2;7;1;1;1;35;5;7;6;0;harass;0;school;6;7;12;8;0;3;9;3;10;1;1;8;2;6;2;0
28;М;Гомосексуал;Среднее полное;Город с населением от 500 тысяч до 1 млн человек;Живете вместе, но официально не женаты/не замужем;Да;нет;14;20;16;2;3;26;3;3;6;5;3;3;3;0;8;2;7;1;1;1;30;9;7;6;1;stereotype;0;danger;5;4;9;1;0;0;4;0;0;12;9;0;3;7;2;2
